Solution Value
      916.82

Build Line l
Line l53        1.00
Line l57        1.00
Line l72        1.00
Line l75        1.00
Line l118        1.00
Generated power [MW]          Generation
g1                                  123.37
g2                                   80.00
g3                                   50.00
g4                                   10.00
g5                                   10.00
g6                                   12.00
g1                                  193.64
g2                                   80.00
g3                                   50.00
g4                                   20.63
g5                                   15.29
g6                                   12.00
g1                                  200.00
g2                                   80.00
g3                                   50.00
g4                                   31.59
g5                                   30.00
g6                                   40.00
g1                                   75.01
g2                                  120.00
g3                                   50.00
g4                                   10.00
g5                                   10.00
g6                                   20.00
g1                                  152.70
g2                                  120.00
g3                                   50.00
g4                                   20.63
g5                                   15.29
g6                                   20.00
g1                                  218.69
g2                                  120.00
g3                                   50.00
g4                                   10.00
g5                                   14.08
g6                                   20.00
g1                                   67.41
g2                                   80.00
g3                                   80.00
g4                                   20.00
g5                                   25.00
g6                                   12.00
g1                                  157.65
g2                                   80.00
g3                                   80.00
g4                                   20.63
g5                                   25.00
g6                                   13.47
g1                                  200.00
g2                                   80.00
g3                                   80.00
g4                                   20.00
g5                                   35.58
g6                                   15.87


Power in each node [GW]       Real Generation       Load            Angle           Marg. cost      Non-served
s1
i1                                123.3725          0.0000          0.0000          0.2222          0.0000
i2                                 80.0000         21.7000         -0.0310          0.2240          0.0000
i3                                  0.0000          2.4000         -0.0637          0.2251          0.0000
i4                                  0.0000          7.6000         -0.0775          0.2263          0.0000
i5                                 50.0000         94.2000         -0.1019          0.2271          0.0000
i6                                  0.0000          0.0000         -0.0925          0.2273          0.0000
i7                                  0.0000         22.8000         -0.1046          0.2276          0.0000
i8                                 10.0000         30.0000         -0.0989          0.2276          0.0000
i9                                  0.0000          0.0000         -0.1182          0.2272          0.0000
i10                                 0.0000          5.8000         -0.1400          0.2272          0.0000
i11                                10.0000          0.0000         -0.1026          0.2272          0.0000
i12                                 0.0000         11.2000         -0.1323          0.2265          0.0000
i13                                12.0000          0.0000         -0.1259          0.2265          0.0000
i14                                 0.0000          6.2000         -0.1463          0.2280          0.0000
i15                                 0.0000          8.2000         -0.1480          0.2280          0.0000
i16                                 0.0000          3.5000         -0.1410          0.2271          0.0000
i17                                 0.0000          9.0000         -0.1443          0.2275          0.0000
i18                                 0.0000          3.2000         -0.1568          0.2285          0.0000
i19                                 0.0000          9.5000         -0.1589          0.2290          0.0000
i20                                 0.0000          2.2000         -0.1551          0.2285          0.0000
i21                                 0.0000         17.5000         -0.1494          0.2277          0.0000
i22                                 0.0000          0.0000         -0.1493          0.2277          0.0000
i23                                 0.0000          3.2000         -0.1535          0.2283          0.0000
i24                                 0.0000          8.7000         -0.1543          0.2282          0.0000
i25                                 0.0000          0.0000         -0.1520          0.2281          0.0000
i26                                 0.0000          3.5000         -0.1570          0.2286          0.0000
i27                                 0.0000          0.0000         -0.1450          0.2274          0.0000
i28                                 0.0000          0.0000         -0.0993          0.2275          0.0000
i29                                 0.0000          2.4000         -0.1592          0.2287          0.0000
i30                                 0.0000         10.6000         -0.1738          0.2301          0.0000
s2
i1                                193.6447          0.0000          0.0000          0.2222          0.0000
i2                                 80.0000         21.7000         -0.0501          0.2277          0.0000
i3                                  0.0000          2.4000         -0.0957          0.2182          0.0000
i4                                  0.0000          7.6000         -0.1168          0.2174          0.0000
i5                                 50.0000         94.2000         -0.1339          0.2397          0.0000
i6                                  0.0000          0.0000         -0.1373          0.2482          0.0000
i7                                  0.0000         22.8000         -0.1441          0.2451          0.0000
i8                                 20.6282         30.0000         -0.1423          0.3556          0.0000
i9                                  0.0000          0.0000         -0.1858          0.3333          0.0000
i10                                 0.0000          7.0000         -0.2241          0.3784          0.0000
i11                                15.2856          0.0000         -0.1619          0.3333          0.0000
i12                                 0.0000         11.2000         -0.2154          0.0000          0.0000
i13                                12.0000          0.0000         -0.2091          0.0000          0.0000
i14                                 0.0000         10.0000         -0.2415          0.6638          0.0000
i15                                 0.0000         15.0000         -0.2468          1.1815          0.0000
i16                                 0.0000          3.5000         -0.2245          0.1583          0.0000
i17                                 0.0000          9.0000         -0.2282          0.3117          0.0000
i18                                 0.0000         10.0000         -0.2581          0.9043          0.0000
i19                                 0.0000         10.0000         -0.2550          0.7372          0.0000
i20                                 0.0000          2.2000         -0.2483          0.6486          0.0000
i21                                 0.0000         20.0000         -0.2422          1.0921          0.0000
i22                                 0.0000          0.0000         -0.2443          0.9989          0.0000
i23                                 0.0000         15.0000         -0.2673          1.1147          0.0000
i24                                 0.0000         20.0000         -0.2643          1.0129          0.0000
i25                                 0.0000          0.0000         -0.2845          0.9226          0.0000
i26                                 0.0000         20.0000         -0.3131          0.9343          0.0000
i27                                 0.0000          0.0000         -0.2657          0.8546          0.0000
i28                                 0.0000          0.0000         -0.1517          0.8659          0.0000
i29                                 0.0000         15.0000         -0.3049          0.7707          0.0000
i30                                 0.0000         20.0000         -0.3271          0.8170          0.0000
s3
i1                                200.0000          0.0000          0.0000          0.3465          0.0000
i2                                 80.0000         50.0000         -0.0545          0.3514          0.0000
i3                                  0.0000         20.0000         -0.0908          0.3531          0.0000
i4                                  0.0000         20.0000         -0.1058          0.3551          0.0000
i5                                 50.0000        130.0000         -0.1555          0.3584          0.0000
i6                                  0.0000          0.0000         -0.1182          0.3556          0.0000
i7                                  0.0000         30.0000         -0.1445          0.3581          0.0000
i8                                 31.5863         20.0000         -0.1159          0.3556          0.0000
i9                                  0.0000          0.0000         -0.1409          0.3556          0.0000
i10                                 0.0000         20.0000         -0.1777          0.3557          0.0000
i11                                30.0000          0.0000         -0.0940          0.3556          0.0000
i12                                 0.0000         22.0000         -0.1676          0.3552          0.0000
i13                                40.0000          0.0000         -0.1466          0.3552          0.0000
i14                                 0.0000         15.0000         -0.1924          0.3580          0.0000
i15                                 0.0000         12.0000         -0.1892          0.3573          0.0000
i16                                 0.0000         15.0000         -0.1902          0.3575          0.0000
i17                                 0.0000         20.0000         -0.1903          0.3576          0.0000
i18                                 0.0000          3.2000         -0.1994          0.3580          0.0000
i19                                 0.0000          9.5000         -0.2023          0.3587          0.0000
i20                                 0.0000          7.0000         -0.1990          0.3578          0.0000
i21                                 0.0000         15.0000         -0.1853          0.3564          0.0000
i22                                 0.0000          0.0000         -0.1851          0.3564          0.0000
i23                                 0.0000          3.2000         -0.1917          0.3580          0.0000
i24                                 0.0000          8.7000         -0.1885          0.3572          0.0000
i25                                 0.0000          0.0000         -0.1758          0.3564          0.0000
i26                                 0.0000          3.5000         -0.1808          0.3572          0.0000
i27                                 0.0000          0.0000         -0.1622          0.3556          0.0000
i28                                 0.0000          0.0000         -0.1223          0.3560          0.0000
i29                                 0.0000          2.4000         -0.1712          0.3561          0.0000
i30                                 0.0000          1.6000         -0.1705          0.3562          0.0000
s4
i1                                 75.0091          0.0000          0.0000          0.2222          0.0000
i2                                120.0000         21.7000         -0.0144          0.2232          0.0000
i3                                  0.0000          2.4000         -0.0515          0.2248          0.0000
i4                                  0.0000          7.6000         -0.0626          0.2253          0.0000
i5                                 50.0000         94.2000         -0.0855          0.2262          0.0000
i6                                  0.0000          0.0000         -0.0764          0.2263          0.0000
i7                                  0.0000         22.8000         -0.0884          0.2266          0.0000
i8                                 10.0000         30.0000         -0.0828          0.2266          0.0000
i9                                  0.0000          0.0000         -0.1001          0.2263          0.0000
i10                                 0.0000          5.8000         -0.1210          0.2263          0.0000
i11                                10.0000          0.0000         -0.0845          0.2263          0.0000
i12                                 0.0000         11.2000         -0.1080          0.2254          0.0000
i13                                20.0000          0.0000         -0.0975          0.2254          0.0000
i14                                 0.0000          6.2000         -0.1229          0.2266          0.0000
i15                                 0.0000          8.2000         -0.1251          0.2270          0.0000
i16                                 0.0000          3.5000         -0.1189          0.2261          0.0000
i17                                 0.0000          9.0000         -0.1243          0.2265          0.0000
i18                                 0.0000          3.2000         -0.1352          0.2275          0.0000
i19                                 0.0000          9.5000         -0.1381          0.2281          0.0000
i20                                 0.0000          2.2000         -0.1347          0.2275          0.0000
i21                                 0.0000         17.5000         -0.1302          0.2267          0.0000
i22                                 0.0000          0.0000         -0.1300          0.2267          0.0000
i23                                 0.0000          3.2000         -0.1320          0.2272          0.0000
i24                                 0.0000          8.7000         -0.1346          0.2273          0.0000
i25                                 0.0000          0.0000         -0.1334          0.2272          0.0000
i26                                 0.0000          3.5000         -0.1384          0.2277          0.0000
i27                                 0.0000          0.0000         -0.1271          0.2265          0.0000
i28                                 0.0000          0.0000         -0.0830          0.2266          0.0000
i29                                 0.0000          2.4000         -0.1411          0.2277          0.0000
i30                                 0.0000         10.6000         -0.1557          0.2292          0.0000
s5
i1                                152.6981          0.0000          0.0000          0.2222          0.0000
i2                                120.0000         21.7000         -0.0355          0.2270          0.0000
i3                                  0.0000          2.4000         -0.0870          0.2176          0.0000
i4                                  0.0000          7.6000         -0.1062          0.2168          0.0000
i5                                 50.0000         94.2000         -0.1208          0.2390          0.0000
i6                                  0.0000          0.0000         -0.1257          0.2475          0.0000
i7                                  0.0000         22.8000         -0.1319          0.2443          0.0000
i8                                 20.6282         30.0000         -0.1307          0.3556          0.0000
i9                                  0.0000          0.0000         -0.1742          0.3333          0.0000
i10                                 0.0000          7.0000         -0.2125          0.3787          0.0000
i11                                15.2856          0.0000         -0.1503          0.3333          0.0000
i12                                 0.0000         11.2000         -0.2038          0.0000          0.0000
i13                                20.0000          0.0000         -0.1974          0.0000          0.0000
i14                                 0.0000         10.0000         -0.2299          0.6618          0.0000
i15                                 0.0000         15.0000         -0.2352          1.1778          0.0000
i16                                 0.0000          3.5000         -0.2129          0.1585          0.0000
i17                                 0.0000          9.0000         -0.2166          0.3120          0.0000
i18                                 0.0000         10.0000         -0.2465          0.9021          0.0000
i19                                 0.0000         10.0000         -0.2434          0.7358          0.0000
i20                                 0.0000          2.2000         -0.2367          0.6476          0.0000
i21                                 0.0000         20.0000         -0.2306          1.0833          0.0000
i22                                 0.0000          0.0000         -0.2327          0.9916          0.0000
i23                                 0.0000         15.0000         -0.2557          1.1100          0.0000
i24                                 0.0000         20.0000         -0.2527          1.0069          0.0000
i25                                 0.0000          0.0000         -0.2729          0.9200          0.0000
i26                                 0.0000         20.0000         -0.3015          0.9317          0.0000
i27                                 0.0000          0.0000         -0.2541          0.8542          0.0000
i28                                 0.0000          0.0000         -0.1401          0.8693          0.0000
i29                                 0.0000         15.0000         -0.2933          0.7704          0.0000
i30                                 0.0000         20.0000         -0.3155          0.8166          0.0000
s6
i1                                218.6942          0.0000          0.0000          0.2222          0.0000
i2                                120.0000         50.0000         -0.0562          0.3575          0.0000
i3                                  0.0000         20.0000         -0.1090          0.3048          0.0000
i4                                  0.0000         20.0000         -0.1281          0.3241          0.0000
i5                                 50.0000        130.0000         -0.1699          0.3506          0.0000
i6                                  0.0000          0.0000         -0.1453          0.3346          0.0000
i7                                  0.0000         30.0000         -0.1663          0.3419          0.0000
i8                                 10.0000         20.0000         -0.1490          0.3349          0.0000
i9                                  0.0000          0.0000         -0.1864          0.3333          0.0000
i10                                 0.0000         20.0000         -0.2199          0.3327          0.0000
i11                                14.0829          0.0000         -0.1644          0.3333          0.0000
i12                                 0.0000         22.0000         -0.2182          0.3289          0.0000
